gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnProbability,CustomerSegment
1,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,1,19.45,5792,0,0.015177334718209045,Loyal
1,0,0,0,54,1,0,0,2,2,0,2,2,0,0,1,3,69.9,3322,0,0.06385583535656907,Loyal
1,0,1,1,23,1,2,0,0,2,0,2,0,0,2,0,3,59.7,759,0,0.0371881773055279,Loyal
0,0,1,1,41,1,2,0,2,2,2,0,2,0,1,1,1,78.35,2796,0,0.0779626211452466,Loyal
1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,71.45,3199,0,0.6808571626088137,Dormant
1,0,1,1,27,0,1,0,0,2,2,0,0,2,1,1,1,45.85,450,0,0.1908492379248253,Loyal
0,0,0,0,1,1,0,1,0,0,0,2,2,2,0,1,2,95.85,6447,0,0.7604257779348049,At Risk
0,0,1,1,67,0,1,0,2,0,0,2,0,0,2,0,1,35.7,2197,0,0.008985691594937612,Loyal
0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,89.55,5185,0,0.017517130486361693,Loyal
0,0,1,1,56,1,2,2,1,1,1,1,1,1,2,1,1,24.95,863,0,0.011823680565353012,Loyal
1,0,1,1,44,1,2,2,1,1,1,1,1,1,1,0,2,24.85,32,0,0.025071033073069904,Loyal
0,1,1,0,66,1,2,1,0,2,0,0,2,2,0,1,2,100.8,5312,0,0.4149991864029607,Dormant
0,0,0,0,34,1,2,0,2,2,0,2,0,0,1,1,3,64.4,1716,1,0.059606772539646365,Loyal
0,0,1,0,69,1,2,1,0,0,2,2,2,2,2,0,0,105.35,5639,0,0.060314984654581384,Loyal
0,0,1,1,1,1,2,1,2,0,2,0,2,2,0,1,2,102.45,36,1,0.6871326713066003,Dormant
0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,0,1,19.65,6134,0,0.01631842529118878,Loyal
1,0,1,1,30,1,2,0,2,0,0,0,0,0,0,1,0,54.45,1040,0,0.1418015132948397,Loyal
0,0,0,0,11,1,0,0,0,0,0,2,2,2,0,0,3,70.5,6128,0,0.4004764593914986,Dormant
0,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,1,20.1,2620,0,0.062247630198047944,Loyal
1,0,0,0,11,1,0,0,0,0,2,0,2,2,0,1,2,69.35,5586,0,0.5245628986861505,Dormant
0,0,1,1,64,1,0,2,1,1,1,1,1,1,1,0,0,19.8,609,0,0.009230251199874567,Loyal
1,1,1,0,72,1,0,0,2,2,2,2,2,0,2,0,0,74.4,4472,0,0.006804862266962841,Loyal
1,1,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,93.05,5340,0,0.02477342402504853,Loyal
0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,51.2,4301,0,0.2573519590656505,Loyal
0,0,0,1,15,1,0,0,2,2,2,2,0,0,1,0,1,65.6,24,0,0.04119252463182668,Loyal
0,0,0,0,60,1,2,0,0,0,2,2,2,2,1,0,1,80.55,4087,0,0.06150323530538989,Loyal
1,0,0,0,56,1,0,0,2,0,2,0,0,0,1,0,3,52.7,2618,0,0.024341850901417182,Loyal
0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.85,1069,0,0.040798939357934966,Loyal
0,0,0,0,3,1,0,1,0,0,2,2,0,0,0,0,1,80.1,1788,1,0.4448965190669296,Dormant
0,0,1,0,49,1,2,0,0,0,0,0,0,0,0,1,1,52.15,2235,0,0.17463400621425518,Loyal
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.2,845,1,0.6838891777284279,Dormant
0,0,0,0,6,1,0,1,2,2,2,2,0,2,0,1,0,98.15,4685,1,0.462269963283296,Dormant
1,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,0,114.95,5874,0,0.041345996592113146,Loyal
1,0,0,0,12,1,2,1,0,2,2,2,2,2,0,1,3,112.95,694,1,0.6629015355898102,Dormant
1,1,1,0,52,1,0,1,2,0,2,2,2,2,1,1,0,104.45,4549,0,0.1408425303363239,Loyal
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,113.65,6073,0,0.045260332693499265,Loyal
0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,1,0,20.6,6119,0,0.021784420360057507,Loyal
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.9,5519,1,0.6360040827958987,Dormant
0,1,0,0,3,1,0,1,0,0,2,0,2,0,0,1,2,86.85,1830,1,0.7327462832988064,At Risk
0,1,0,0,40,1,0,1,0,0,0,0,2,2,0,1,2,91.55,3168,0,0.5493042783531091,Dormant
1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,2,49.85,4146,0,0.3869092854546534,Dormant
1,0,1,0,30,1,0,2,1,1,1,1,1,1,1,0,1,19.8,4753,0,0.04370521299345165,Loyal
1,0,1,1,23,1,0,1,2,0,0,2,2,2,0,1,2,99.85,1967,1,0.38158481031169555,Dormant
1,0,1,1,1,1,2,1,0,0,0,0,0,0,0,1,2,74.5,5721,1,0.7157152619599916,At Risk
0,1,1,0,44,1,2,1,0,0,2,2,2,2,0,0,2,104.15,3809,0,0.4317003708587087,Dormant
1,0,0,0,65,1,2,1,0,2,2,2,2,2,0,1,2,109.15,5472,1,0.26973374612393114,Loyal
0,1,0,0,7,1,0,0,2,0,0,0,0,0,0,1,2,48.2,2946,0,0.3155335286226342,Dormant
1,1,0,0,72,1,2,2,1,1,1,1,1,1,2,1,1,25.1,1324,0,0.00917019127681687,Loyal
0,1,0,0,8,1,2,1,0,0,0,2,2,2,0,1,1,100.15,6340,0,0.7877489730419603,At Risk
0,0,0,0,16,1,2,0,0,0,2,0,0,2,0,1,1,65.2,84,1,0.418181035664574,Dormant
1,1,1,1,66,1,2,1,0,0,2,0,2,2,0,1,1,99.5,5391,1,0.3661843921122455,Dormant
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,71.55,5570,1,0.7019815370590112,At Risk
1,0,0,1,3,1,0,0,2,0,2,0,0,0,0,0,3,55.9,1019,0,0.201020639326984,Loyal
1,0,1,0,53,1,2,1,2,0,2,0,0,2,0,0,2,93.9,4258,1,0.24413143338191517,Loyal
1,1,1,0,8,1,0,0,0,0,2,2,0,2,0,1,1,64.4,4788,0,0.431421299022955,Dormant
1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,0,108.4,5676,1,0.07677427831272483,Loyal
0,0,0,0,5,1,0,1,0,2,0,0,2,0,0,1,3,85.3,3592,0,0.6788514292333478,Dormant
0,0,1,1,72,1,2,1,2,0,2,2,2,2,2,0,3,107.45,5813,0,0.03353105399743435,Loyal
0,0,1,0,13,0,1,0,0,0,2,0,2,2,0,1,0,48.75,5114,1,0.639263586158487,Dormant
0,0,0,0,4,1,2,1,0,0,0,0,2,0,0,1,2,85.65,2791,1,0.7562115444574808,At Risk
0,0,1,1,54,1,2,0,2,2,2,2,2,2,2,0,1,91.3,4201,0,0.01913953057829292,Loyal
1,0,1,0,72,1,2,0,0,2,2,2,2,2,2,0,0,85.95,5019,0,0.01820408864002921,Loyal
1,0,0,0,12,1,2,1,0,2,2,0,2,2,0,1,2,106.7,465,1,0.7147630479383446,At Risk
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.15,2150,1,0.5551247145566383,Dormant
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.2,3814,0,0.39574930566243643,Dormant
0,0,1,0,54,1,2,1,0,2,2,2,2,2,1,0,2,110.35,4833,1,0.17173275360847398,Loyal
1,0,1,1,69,1,2,1,0,0,2,0,0,0,2,1,1,79.2,4504,0,0.04846495417588935,Loyal
0,0,0,0,48,1,0,0,2,2,0,0,0,0,2,0,1,55.5,2276,0,0.013234944369917177,Loyal
0,0,1,1,48,1,2,1,2,2,0,0,2,2,1,1,1,103.25,4267,1,0.18734522912130558,Loyal
0,0,1,0,8,1,2,1,0,0,0,2,0,2,0,1,2,90.25,5743,0,0.7259567860642557,At Risk
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,1,3,91.25,5257,0,0.017157828290580292,Loyal
1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,2,47.8,6368,1,0.3434636131446498,Dormant
1,0,1,0,67,1,0,1,2,2,0,0,2,2,1,1,1,100.9,5339,0,0.10607839494471527,Loyal
1,0,1,1,34,1,2,1,0,2,0,0,2,2,0,1,0,97.7,2955,0,0.49128346759197883,Dormant
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,69.85,1596,0,0.6243842584495966,Dormant
0,0,1,1,9,1,0,0,0,2,0,2,2,0,1,1,3,65.6,4863,0,0.19078041472354343,Loyal
1,0,1,1,71,1,0,1,2,2,2,0,2,2,1,1,0,104.65,5657,0,0.07262986686861785,Loyal
1,0,0,0,57,1,2,1,0,0,0,2,2,0,2,1,1,90.45,4380,0,0.0758564015435033,Loyal
1,0,0,0,72,0,1,0,2,2,2,2,2,2,2,1,0,63.7,3791,0,0.017840453448141554,Loyal
0,1,1,1,48,1,0,1,2,0,2,2,2,2,0,1,2,104.5,4286,0,0.27345928291151067,Loyal
1,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,20.1,3425,0,0.06313535825081042,Loyal
1,0,1,1,43,1,2,1,0,0,2,2,2,2,1,1,1,104.3,3779,0,0.24389530219613037,Loyal
0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,0,93.25,5307,0,0.015412473812707135,Loyal
1,0,1,1,35,1,2,0,0,0,0,2,2,2,1,1,0,73.45,2317,0,0.12447322487890336,Loyal
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.7,5663,0,0.2063154512036167,Loyal
0,0,1,1,49,1,2,2,1,1,1,1,1,1,2,0,3,25.25,386,0,0.011913387738591758,Loyal
0,0,1,1,71,1,2,1,2,2,2,0,2,0,2,0,0,100.5,5534,0,0.0265387604850167,Loyal
1,0,1,1,11,1,0,1,0,0,0,0,2,2,0,0,2,90.6,39,0,0.5695954685905357,Dormant
1,0,1,1,63,1,2,0,2,2,2,2,2,2,2,1,1,89.4,4631,0,0.018218576795568327,Loyal
0,1,0,0,65,1,2,1,0,2,2,0,2,0,0,1,0,95.45,5053,0,0.2905283740925778,Loyal
0,0,0,1,49,1,0,2,1,1,1,1,1,1,2,0,1,20.45,52,0,0.007177975536317431,Loyal
0,0,0,0,29,1,2,1,0,0,2,0,2,2,0,1,1,98.6,2535,1,0.6267068735545427,Dormant
0,1,1,0,15,1,2,1,0,0,2,2,0,0,0,1,2,83.05,469,1,0.5465003358720484,Dormant
0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,1,2,19.95,6103,0,0.24065767731246762,Loyal
0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,0,1,109.15,5903,0,0.09874913057773992,Loyal
0,1,1,0,26,1,0,1,0,0,2,0,2,0,0,1,1,85.7,1691,0,0.5510782369749228,Dormant
0,1,1,0,35,1,2,1,0,0,2,0,2,2,0,0,0,102.05,2988,0,0.5708295887599746,Dormant
0,0,0,0,57,1,2,1,0,2,0,2,0,2,1,0,2,94.7,4541,0,0.1152170853934372,Loyal
1,0,1,1,28,1,2,0,0,2,0,0,0,2,0,0,2,64.4,1351,0,0.21821057091914076,Loyal
0,0,1,0,25,1,2,2,1,1,1,1,1,1,1,1,3,26.8,5684,0,0.11931664128089069,Loyal
0,0,1,0,47,1,0,0,2,0,2,0,2,0,1,1,1,66.05,2624,0,0.06279399418726728,Loyal
0,0,1,1,57,1,2,0,2,2,0,2,0,0,0,0,0,65.2,3177,0,0.03425494009914297,Loyal
1,1,1,0,16,1,2,1,0,0,0,0,2,0,0,1,1,85.05,715,0,0.6733020761619222,Dormant
1,0,0,0,5,1,0,0,2,0,2,0,0,0,0,1,3,55.8,2381,0,0.301604357526485,Dormant
1,0,1,0,17,1,0,1,0,0,0,0,0,0,0,1,0,70.4,390,1,0.4692687783376029,Dormant
0,1,0,0,56,1,2,1,0,2,2,0,2,2,1,1,0,104.75,4578,1,0.26721120837927115,Loyal
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,19.95,588,0,0.0032357184474096205,Loyal
0,1,0,0,21,1,2,1,0,0,0,0,2,2,0,1,2,94.25,1578,1,0.7289078370940354,At Risk
0,0,1,1,48,0,1,0,2,0,2,0,0,2,1,0,1,45.0,1817,0,0.06530474586552987,Loyal
0,0,1,0,68,1,2,1,2,2,2,2,2,2,2,0,0,114.9,5931,0,0.036179361958441,Loyal
0,0,0,0,30,1,2,1,2,0,0,2,2,2,0,0,0,106.4,2797,0,0.3550954272872078,Dormant
0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,3,46.1,547,0,0.4228452334721935,Dormant
0,1,0,0,14,0,1,0,2,0,2,2,0,0,2,0,3,39.7,5463,0,0.08820066423181258,Loyal
0,0,0,1,4,1,0,2,1,1,1,1,1,1,0,1,0,20.05,6211,0,0.20855332081036068,Loyal
0,0,1,1,71,1,2,1,0,2,2,0,0,2,2,1,1,95.75,5408,0,0.06413765973668892,Loyal
1,0,1,1,8,1,2,2,1,1,1,1,1,1,1,0,3,24.4,1662,0,0.0905917985256839,Loyal
1,0,1,1,61,0,1,0,2,0,2,0,0,0,0,0,0,33.6,1744,0,0.053069517722092646,Loyal
1,0,1,1,72,1,2,1,0,2,2,2,0,0,2,0,0,90.45,5244,0,0.02004131650487413,Loyal
0,0,0,0,5,1,2,1,0,0,0,0,2,0,0,1,2,84.0,3619,0,0.7506183596387561,At Risk
0,0,0,0,49,1,0,0,2,2,2,2,0,0,2,0,0,67.4,2871,0,0.009228630332716864,Loyal
1,0,0,0,8,1,0,2,1,1,1,1,1,1,0,1,0,19.7,1173,0,0.16539351756632975,Loyal
1,0,0,0,3,1,0,1,0,0,0,0,0,2,0,1,2,80.35,2183,0,0.7034502533418222,At Risk
1,0,1,1,9,1,0,2,1,1,1,1,1,1,2,0,3,19.6,1572,0,0.03296272831492282,Loyal
1,0,1,1,67,1,0,0,2,2,0,0,0,0,2,1,0,54.2,3284,0,0.00783741399565754,Loyal
1,0,0,0,46,1,0,0,0,0,0,0,0,0,0,1,1,45.2,1688,0,0.12313571432072175,Loyal
0,0,1,0,67,1,2,0,2,2,2,0,0,2,1,0,3,75.1,4283,0,0.03710553295513579,Loyal
0,0,1,0,55,1,0,2,1,1,1,1,1,1,1,0,2,19.7,272,0,0.016766338523288495,Loyal
1,0,1,0,33,1,2,0,2,2,2,0,2,0,0,1,0,72.75,2097,0,0.17229936262189993,Loyal
1,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,1,20.05,482,0,0.00479355393555331,Loyal
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95,3826,1,0.3401625915925447,Dormant
1,0,1,1,49,0,1,0,2,0,0,0,0,2,0,1,2,39.2,1393,0,0.15951826844907685,Loyal
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.75,3747,0,0.4300993079063832,Dormant
1,0,1,0,14,1,2,1,0,2,2,0,0,0,0,1,2,82.65,345,0,0.5453242620965489,Dormant
1,1,0,0,18,1,2,1,0,0,2,2,2,0,0,0,0,93.9,1264,0,0.4598800614348298,Dormant
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.15,5504,1,0.7273733452962382,At Risk
0,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,1,85.55,6212,1,0.7420728460172362,At Risk
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,117.15,6219,0,0.049852342944090106,Loyal
1,0,0,0,64,1,2,1,2,0,2,2,0,2,2,0,1,99.25,5234,0,0.032711072601033286,Loyal
1,0,1,0,69,1,2,1,2,2,2,2,2,2,2,1,0,112.55,5922,0,0.0430823001071463,Loyal
0,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,2,25.7,2156,0,0.3057925661132467,Dormant
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,1,90.3,5080,0,0.010581225812020608,Loyal
0,0,1,1,66,1,0,0,0,0,0,2,0,0,1,1,1,49.4,2831,0,0.022888406034889477,Loyal
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.4,4231,0,0.19835848147949406,Loyal
0,1,1,0,71,1,0,1,2,2,2,2,2,2,2,1,0,109.7,5979,0,0.03975316722742799,Loyal
1,0,0,0,11,1,0,0,0,2,0,0,2,0,1,1,2,61.25,5658,0,0.25283331145722615,Loyal
1,0,0,1,47,1,0,0,2,2,0,0,0,0,0,1,2,55.3,2302,0,0.06459598591575837,Loyal
0,0,1,0,35,1,0,1,0,0,0,0,0,0,0,1,2,70.3,2060,1,0.38708569486952266,Dormant
1,1,1,0,32,1,2,1,0,2,2,0,2,2,0,0,0,106.35,3052,1,0.5434715830998712,Dormant
1,0,1,1,60,1,2,1,0,2,0,2,2,2,0,1,0,103.75,4891,0,0.24579849335323325,Loyal
1,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,3,19.5,1897,0,0.07141145652721917,Loyal
0,0,0,0,29,0,1,0,2,2,0,2,0,0,1,0,1,39.5,164,0,0.05459536225554445,Loyal
1,0,1,1,21,0,1,0,0,0,0,0,0,0,0,1,2,26.05,4677,0,0.398171779288337,Dormant
1,1,1,0,48,1,2,1,0,0,2,0,0,2,0,1,1,91.05,3712,0,0.4847881837328467,Dormant
0,0,0,1,3,0,1,0,0,2,0,0,0,0,0,0,3,29.65,6321,0,0.4547136530835187,Dormant
0,0,1,1,43,1,0,0,0,2,0,0,0,0,0,0,3,50.2,1782,0,0.09227365779434825,Loyal
1,0,0,0,5,1,2,1,0,2,2,0,2,2,0,0,2,105.3,4570,0,0.7350632774773977,At Risk
0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.45,4564,0,0.5495485728963999,Dormant
1,0,1,1,71,1,2,0,2,0,2,2,2,2,1,0,2,85.45,5095,0,0.026776101336885422,Loyal
0,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,2,19.8,1055,0,0.06641222622689036,Loyal
1,0,0,0,8,1,2,0,0,0,0,0,2,0,0,1,2,59.25,3703,0,0.5087355350672287,Dormant
1,0,0,0,20,1,2,1,0,0,2,0,2,0,0,1,1,90.7,1312,0,0.5967320446643133,Dormant
0,0,1,1,33,1,2,1,2,0,2,0,2,2,1,1,3,103.7,3000,1,0.3186056458911414,Dormant
1,0,0,0,71,1,2,1,0,2,0,0,0,0,1,1,1,79.05,4606,0,0.08966778351290382,Loyal
0,1,1,0,31,1,2,1,0,0,2,0,2,0,1,1,2,90.7,2448,0,0.42826988681667244,Dormant
0,1,1,0,38,1,2,1,2,2,0,0,0,2,1,0,1,95.0,3110,0,0.20243790359885594,Loyal
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,88.35,6282,1,0.7983846707435484,At Risk
0,0,1,1,2,0,1,0,0,2,0,0,0,0,0,1,3,30.25,5092,0,0.549720935533486,Dormant
0,0,1,0,12,0,1,0,0,0,2,0,2,2,0,1,0,49.85,5028,0,0.6525231311194294,Dormant
0,0,0,1,9,1,0,1,2,0,2,2,0,2,0,0,0,93.0,6269,0,0.36497916107576334,Dormant
1,1,0,1,11,1,0,0,0,2,0,2,0,0,0,1,2,54.55,4920,0,0.2541306056001255,Loyal
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.7,211,0,0.12411063091237855,Loyal
0,0,1,0,71,1,0,0,2,2,2,2,2,2,1,1,0,84.8,4943,0,0.02647273528985326,Loyal
0,0,1,1,42,1,2,1,2,2,0,0,2,0,1,1,1,94.45,3359,0,0.16147007111255987,Loyal
0,0,1,1,8,1,0,1,0,0,2,0,2,2,0,1,2,94.2,5898,1,0.7427702354017302,At Risk
0,0,0,0,5,1,0,1,0,2,0,0,2,2,0,1,2,96.25,4310,1,0.7530857371628061,At Risk
0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.7,746,1,0.6424827235608721,Dormant
0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,3,20.85,6308,0,0.014307869491625134,Loyal
1,0,1,1,28,0,1,0,0,2,2,2,2,2,1,1,1,60.0,1176,0,0.175682492039763,Loyal
0,0,1,0,43,1,2,1,0,2,0,0,0,0,0,0,2,80.45,2940,0,0.3003645678520442,Dormant
1,0,0,1,60,1,2,0,2,0,2,2,2,2,2,1,2,84.95,4216,0,0.022749503289396275,Loyal
0,0,1,0,42,0,1,0,0,2,0,2,0,0,1,0,3,33.55,827,1,0.06587384961479532,Loyal
1,0,1,1,7,0,1,0,2,0,2,2,0,2,2,0,1,49.65,2651,0,0.0846097872569788,Loyal
0,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.2,4289,0,0.06848937859422448,Loyal
0,1,1,1,40,1,2,1,0,0,0,0,2,2,0,1,1,94.55,3144,1,0.5635840438280283,Dormant
1,0,0,0,27,1,2,1,0,0,2,0,2,2,1,1,0,100.5,2326,0,0.4438810253291285,Dormant
1,0,0,0,10,0,1,0,0,2,0,2,0,0,0,0,2,35.75,3332,0,0.3050400527793758,Dormant
0,1,0,0,27,1,2,1,0,2,2,0,0,0,0,1,0,86.45,2047,0,0.49415838865955725,Dormant
0,0,0,0,11,1,0,0,0,0,2,2,0,0,1,0,0,53.8,5213,0,0.11409689848036175,Loyal
1,0,1,1,4,0,1,0,2,0,0,0,2,0,0,0,1,38.55,1004,0,0.33657890514724914,Dormant
1,0,0,0,68,0,1,0,0,0,2,0,0,2,0,1,0,39.9,2422,0,0.14318350026449733,Loyal
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05,5502,0,0.716152101633383,At Risk
0,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,20.1,3479,0,0.0665423740057305,Loyal
0,0,0,0,57,1,2,1,2,2,2,0,2,2,2,1,0,112.95,5193,1,0.09432139180035623,Loyal
1,0,0,0,26,1,0,2,1,1,1,1,1,1,0,1,2,20.3,4306,0,0.12945087566034813,Loyal
0,0,1,0,17,0,1,0,0,2,2,0,0,0,0,1,1,35.65,5189,0,0.44640981100497834,Dormant
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,35.9,3036,1,0.5798793374882502,Dormant
1,0,0,1,38,1,2,1,0,0,2,0,2,2,0,1,0,99.25,3241,1,0.4894449037251971,Dormant
1,1,1,0,59,1,0,1,2,2,2,0,0,0,1,1,1,82.95,4153,0,0.07843870482000988,Loyal
1,0,0,0,30,1,0,0,2,0,2,0,0,0,2,1,3,55.65,1136,0,0.038210365671532215,Loyal
1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,3,24.45,3978,1,0.6246613358129227,Dormant
0,1,1,0,50,1,2,2,1,1,1,1,1,1,1,0,2,25.2,562,0,0.032448003132654946,Loyal
1,0,0,0,9,0,1,0,2,0,2,2,0,2,1,0,3,50.8,3928,0,0.20475709437138886,Loyal
0,0,1,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.65,4913,0,0.18821749598686502,Loyal
0,0,0,1,14,1,0,0,0,0,2,0,2,0,0,1,1,59.8,6108,0,0.3701579672097833,Dormant
0,1,0,0,31,1,0,1,2,0,0,0,0,0,0,1,1,73.55,1724,0,0.3143758132186641,Dormant
0,0,0,0,7,1,0,0,2,2,2,0,0,0,0,0,2,61.4,3722,0,0.21450358885853107,Loyal
0,0,0,0,8,1,2,1,2,0,0,2,2,2,0,1,0,103.35,6198,1,0.643088007450791,Dormant
1,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,0,19.9,2856,0,0.04669413290696004,Loyal
1,0,1,1,32,1,0,2,1,1,1,1,1,1,0,1,1,19.45,5341,0,0.09425289411472157,Loyal
0,1,0,0,2,1,0,1,0,0,0,0,2,0,0,0,3,81.5,1087,0,0.673508577373542,Dormant
1,1,0,0,7,1,2,1,0,0,0,0,2,0,0,1,2,84.8,4536,1,0.7737015777770242,At Risk
0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.55,5956,0,0.038653340447616986,Loyal
0,1,0,0,31,1,2,1,0,2,0,0,2,2,0,1,2,99.95,2769,1,0.6446632343915423,Dormant
0,0,1,1,27,1,0,1,2,0,0,0,0,0,0,0,3,74.4,1577,0,0.2416336412699788,Loyal
0,0,0,0,18,1,2,1,0,2,0,0,2,0,0,1,1,90.0,950,1,0.5824659428463963,Dormant
1,0,0,0,7,1,0,1,0,0,2,0,0,0,0,1,2,74.9,4149,0,0.6140301428895115,Dormant
0,1,0,0,14,1,2,1,0,2,2,0,2,2,0,1,2,104.85,960,1,0.7422334654440235,At Risk
1,0,1,1,11,1,0,0,0,0,2,0,2,0,0,1,0,59.65,5395,0,0.3729291807117011,Dormant
0,0,1,1,72,1,2,1,2,0,2,2,2,2,2,1,0,110.45,6043,0,0.04224144275995103,Loyal
1,0,1,1,28,1,2,1,2,2,0,0,2,2,1,0,2,106.1,2461,1,0.24136323136818874,Loyal
1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,1,74.2,263,1,0.5925110429516239,Dormant
0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.45,2542,0,0.7303296065950196,At Risk
0,0,0,0,71,1,2,2,1,1,1,1,1,1,2,0,2,24.55,1225,0,0.006304227533505428,Loyal
0,0,0,0,5,1,0,1,0,2,0,2,0,2,0,1,2,89.35,3914,1,0.6054170135789453,Dormant
1,0,1,1,47,1,2,2,1,1,1,1,1,1,2,0,3,24.55,302,0,0.011805065896703588,Loyal
1,1,1,0,57,1,0,1,0,2,2,0,2,0,1,1,2,90.65,4352,0,0.17406433710262326,Loyal
1,1,1,0,50,1,2,1,2,0,2,0,2,2,2,1,1,105.05,4337,0,0.14729244138822362,Loyal
1,0,0,0,8,1,0,2,1,1,1,1,1,1,0,1,1,20.45,1085,0,0.17621560568737918,Loyal
0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,3,19.55,6287,0,0.012502362299145909,Loyal
0,0,0,0,70,1,0,2,1,1,1,1,1,1,1,0,0,19.7,623,0,0.008581615889696014,Loyal
1,0,0,1,1,1,0,0,2,2,0,2,0,2,0,1,0,70.45,5510,0,0.2594442775680565,Loyal
1,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,0,85.65,5259,0,0.7560662787473904,At Risk
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,77.15,5865,1,0.7659120124044555,At Risk
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,35.25,3031,1,0.6255662130821428,Dormant
1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,3,20.55,375,0,0.005834210647937851,Loyal
1,0,1,1,49,1,2,1,0,0,0,2,2,2,1,1,2,97.95,4169,0,0.217279767567629,Loyal
1,0,1,0,4,0,1,0,0,2,0,0,2,2,0,1,2,48.55,1635,1,0.6457321579466501,Dormant
0,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,20.0,4906,0,0.050589370671046296,Loyal
0,0,1,0,67,1,2,2,1,1,1,1,1,1,2,1,1,25.25,1242,0,0.010296741642600653,Loyal
0,0,1,0,53,1,2,1,0,2,0,0,2,2,0,1,1,98.4,4327,1,0.43494105787407894,Dormant
1,0,1,0,67,1,2,0,2,2,2,2,0,0,2,0,1,70.9,3959,0,0.007566574966773271,Loyal
0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.85,352,0,0.13961345941946535,Loyal
0,0,0,0,47,1,2,1,0,2,2,0,2,2,0,1,2,106.35,4089,0,0.4980881731562297,Dormant
